,,,,Disease A,Disease A,,,,,Disease B,,Disease B,,,,,,,,,,,,,,,
Region_160,10,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,63,45,,0.00%,0.00%,0.07%,0.09%,0.00%,0.11%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,9,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,64,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,8,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,65,45,,0.00%,0.00%,0.07%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%
Region_160,7,45,,0.00%,0.00%,0.00%,0.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,66,45,,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%
Region_160,6,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,67,45,,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%
Region_160,5,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,68,45,,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%
Region_160,4,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,69,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,3,45,,0.00%,0.00%,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,70,45,,0.11%,0.00%,0.07%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.00%
Region_160,2,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,71,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,1,45,,0.40%,0.00%,0.00%,0.00%,0.00%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,72,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.05%,0.31%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,0,45,,0.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,73,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,74,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,75,45,,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,76,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%
Region_158,77,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%
Region_158,78,45,,0.00%,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%
Region_158,79,45,,0.00%,0.11%,0.00%,0.11%,0.00%,0.00%,0.14%,0.00%,0.00%,0.32%,0.00%,0.00%,0.00%,0.15%,0.22%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%
Region_158,80,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,80,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.96%,0.00%
Region_162,79,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,78,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.93%,0.00%
Region_162,77,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,76,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,75,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,74,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,73,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,72,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,71,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,70,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,69,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,68,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,67,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,66,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,65,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.84%,0.00%,0.00%,1.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,64,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,0,45,,0.04%,0.08%,0.05%,0.00%,0.00%,0.08%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,63,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,1,45,,0.00%,0.15%,0.05%,0.07%,0.00%,0.00%,0.10%,0.03%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.07%
Region_162,62,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,2,45,,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%
Region_162,61,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.72%,0.00%
Region_161,3,45,,0.00%,0.00%,0.05%,0.07%,0.10%,0.00%,0.10%,0.00%,0.11%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_162,60,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,4,45,,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.10%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.15%,0.00%,0.00%,0.00%
Region_162,59,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,5,45,,0.04%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,58,45,,0.00%,0.00%,0.00%,0.31%,0.00%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,0.00%,0.37%,0.00%,0.00%,1.33%,0.86%
Region_161,6,45,,0.04%,0.08%,0.10%,0.00%,0.00%,0.00%,0.10%,0.03%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%
Region_162,57,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,0.00%,0.42%,0.00%,0.00%
Region_161,7,45,,0.04%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.08%,0.00%,0.00%,0.09%,0.00%,0.00%,0.13%,0.06%,0.00%,0.06%,0.00%,0.00%,0.09%,0.00%
Region_162,56,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.76%,0.00%,0.00%,0.00%
Region_161,8,45,,0.00%,0.00%,0.10%,0.00%,0.10%,0.15%,0.00%,0.00%,0.04%,0.00%,0.08%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.07%
Region_162,55,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,9,45,,0.00%,0.08%,0.10%,0.07%,0.00%,0.00%,0.00%,0.07%,0.07%,0.19%,0.08%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,54,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,10,45,,0.04%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,53,45,,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.74%,1.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,11,45,,0.04%,0.15%,0.10%,0.07%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.06%,0.00%,0.00%,0.09%,0.00%
Region_162,52,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,12,45,,0.04%,0.00%,0.10%,0.14%,0.00%,0.08%,0.00%,0.07%,0.00%,0.00%,0.00%,0.13%,0.00%,0.19%,0.00%,0.00%,0.13%,0.00%,0.00%,0.06%,0.15%,0.08%,0.09%,0.00%
Region_162,51,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,13,45,,0.11%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,50,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,14,45,,0.00%,0.00%,0.05%,0.07%,0.00%,0.00%,0.10%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.15%,0.08%,0.00%,0.00%
Region_162,49,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,15,45,,0.04%,0.00%,0.05%,0.07%,0.10%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.08%,0.09%,0.00%
Region_162,48,45,,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,16,45,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.26%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.15%
Region_162,47,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.33%,0.00%,0.00%,0.00%,0.00%
Region_161,17,45,,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%
Region_162,46,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,18,45,,0.08%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,45,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,19,45,,0.00%,0.00%,0.05%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,44,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,20,45,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,43,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,21,45,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.10%,0.10%,0.11%,0.19%,0.00%,0.07%,0.00%,0.10%,0.00%,0.00%,0.00%,0.07%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,42,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,22,45,,0.08%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,41,45,,0.00%,0.00%,0.00%,0.00%,0.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,23,45,,0.00%,0.00%,0.05%,0.00%,0.00%,0.08%,0.00%,0.03%,0.00%,0.19%,0.00%,0.13%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_162,40,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,24,45,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.08%
Region_162,39,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,25,45,,0.00%,0.08%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,38,45,,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,26,45,,0.08%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.03%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%
Region_162,37,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,27,45,,0.00%,0.08%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.13%,0.13%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_162,36,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,28,45,,0.04%,0.08%,0.11%,0.07%,0.00%,0.00%,0.11%,0.03%,0.04%,0.00%,0.00%,0.00%,0.00%,0.10%,0.16%,0.10%,0.13%,0.07%,0.00%,0.06%,0.00%,0.00%,0.00%,0.08%
Region_162,35,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.58%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_161,29,45,,0.00%,0.08%,0.05%,0.00%,0.00%,0.00%,0.11%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_162,34,45,,0.00%,0.32%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%,0.00%,0.00%,0.00%
Region_161,30,45,,0.00%,0.00%,0.05%,0.00%,0.10%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.13%,0.16%,0.00%,0.00%,0.00%
